freq,unit,na_item,geo,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,CP_EUR_HAB,B1GQ,SE,,,,,,,,,,,,,,,,,,,20820.0,21920.0,23120.0,26000.0,26760.0,27290.0,29050.0,32150.0,30420.0,31830.0,33050.0,34440.0,34930.0,37090.0,39150.0,38270.0,33670.0,39710.0,43420.0,44960.0,45820.0,44930.0,46160.0,46790.0,47210.0,45770.0,46110.0,46180.0,51260.0,51980.0,50490.0,52490.0
A,CP_EUR_HAB,P3,SE,,,,,,,,,,,,,,,,,,,16300.0,16730.0,17000.0,19260.0,19680.0,19910.0,21290.0,23390.0,22040.0,23290.0,24260.0,24840.0,25230.0,26210.0,27410.0,27100.0,25110.0,28960.0,31410.0,33110.0,34030.0,33260.0,33680.0,34260.0,34530.0,33500.0,33060.0,33010.0,36330.0,37200.0,36340.0,37750.0
A,CP_EUR_HAB,P31_S13,SE,,,,,,,,,,,,,,,,,,,3900.0,3990.0,4130.0,4790.0,4810.0,4960.0,5250.0,5600.0,5440.0,5880.0,6230.0,6340.0,6420.0,6730.0,7010.0,6980.0,6430.0,7310.0,7940.0,8450.0,8720.0,8590.0,8750.0,9210.0,9220.0,8900.0,8780.0,9080.0,9850.0,9700.0,9650.0,10050.0
A,CP_EUR_HAB,P31_S14,SE,,,,,,,,,,,,,,,,,,,10350.0,10690.0,10880.0,12280.0,12630.0,12710.0,13650.0,15110.0,14150.0,14790.0,15310.0,15760.0,16050.0,16590.0,17450.0,17120.0,15870.0,18450.0,20000.0,20940.0,21420.0,20890.0,21170.0,21320.0,21510.0,20870.0,20580.0,20170.0,22380.0,23210.0,22380.0,23150.0
A,CP_EUR_HAB,P31_S14_S15,SE,,,,,,,,,,,,,,,,,,,10600.0,10940.0,11110.0,12550.0,12920.0,13000.0,13920.0,15520.0,14540.0,15220.0,15770.0,16230.0,16540.0,17090.0,17960.0,17640.0,16330.0,18970.0,20540.0,21500.0,21960.0,21440.0,21730.0,21860.0,22090.0,21420.0,21120.0,20720.0,22990.0,23820.0,23000.0,23800.0
A,CP_EUR_HAB,P31_S15,SE,,,,,,,,,,,,,,,,,,,240.0,250.0,230.0,270.0,280.0,290.0,270.0,410.0,390.0,420.0,460.0,470.0,490.0,500.0,510.0,510.0,460.0,520.0,530.0,550.0,540.0,550.0,560.0,540.0,580.0,550.0,550.0,550.0,610.0,600.0,610.0,650.0
A,CP_EUR_HAB,P32_S13,SE,,,,,,,,,,,,,,,,,,,1810.0,1800.0,1760.0,1920.0,1950.0,1960.0,2120.0,2270.0,2060.0,2190.0,2260.0,2280.0,2270.0,2400.0,2450.0,2480.0,2350.0,2680.0,2920.0,3170.0,3350.0,3230.0,3200.0,3190.0,3220.0,3180.0,3150.0,3210.0,3500.0,3680.0,3690.0,3890.0
A,CP_EUR_HAB,P3_S13,SE,,,,,,,,,,,,,,,,,,,5710.0,5790.0,5890.0,6710.0,6760.0,6920.0,7360.0,7870.0,7510.0,8070.0,8490.0,8610.0,8690.0,9120.0,9460.0,9460.0,8780.0,9980.0,10870.0,11610.0,12070.0,11820.0,11950.0,12400.0,12440.0,12080.0,11940.0,12290.0,13340.0,13380.0,13340.0,13950.0
A,CP_EUR_HAB,P41,SE,,,,,,,,,,,,,,,,,,,14500.0,14930.0,15240.0,17340.0,17730.0,17950.0,19170.0,21120.0,19980.0,21100.0,22000.0,22570.0,22960.0,23820.0,24960.0,24620.0,22770.0,26280.0,28480.0,29940.0,30680.0,30030.0,30470.0,31070.0,31310.0,30330.0,29910.0,29800.0,32830.0,33520.0,32650.0,33850.0
A,CP_NAC_HAB,B1GQ,SE,,,,,,,,,,,,,,,,,,,189920.0,200860.0,215740.0,221420.0,231500.0,243290.0,255890.0,271530.0,281540.0,291640.0,301570.0,314230.0,324270.0,343210.0,362140.0,367960.0,357570.0,378750.0,392090.0,391340.0,396400.0,408750.0,431760.0,443030.0,454890.0,469560.0,488270.0,484170.0,520150.0,552510.0,579580.0,600120.0
A,CP_NAC_HAB,P3,SE,,,,,,,,,,,,,,,,,,,148720.0,153270.0,158660.0,163970.0,170270.0,177530.0,187480.0,197540.0,204020.0,213360.0,221380.0,226670.0,234210.0,242580.0,253570.0,260580.0,266670.0,276170.0,283580.0,288170.0,294400.0,302640.0,315010.0,324420.0,332710.0,343670.0,350070.0,346080.0,368630.0,395410.0,417100.0,431530.0
A,CP_NAC_HAB,P31_S13,SE,,,,,,,,,,,,,,,,,,,35560.0,36580.0,38570.0,40760.0,41630.0,44210.0,46200.0,47250.0,50370.0,53900.0,56870.0,57820.0,59570.0,62240.0,64800.0,67150.0,68330.0,69700.0,71740.0,73520.0,75460.0,78140.0,81840.0,87160.0,88880.0,91330.0,93010.0,95200.0,99900.0,103110.0,110780.0,114940.0
A,CP_NAC_HAB,P31_S14,SE,,,,,,,,,,,,,,,,,,,94440.0,97910.0,101530.0,104550.0,109300.0,113330.0,120240.0,127640.0,130920.0,135510.0,139710.0,143830.0,149000.0,153540.0,161420.0,164660.0,168500.0,176000.0,180630.0,182270.0,185280.0,190100.0,197980.0,201850.0,207250.0,214070.0,217880.0,211470.0,227060.0,246760.0,256950.0,264670.0
A,CP_NAC_HAB,P31_S14_S15,SE,,,,,,,,,,,,,,,,,,,96670.0,100210.0,103690.0,106860.0,111750.0,115870.0,122640.0,131070.0,134540.0,139410.0,143890.0,148070.0,153530.0,158170.0,166100.0,169580.0,173420.0,180950.0,185440.0,187100.0,189980.0,195110.0,203210.0,207000.0,212820.0,219750.0,223680.0,217270.0,233250.0,253190.0,263980.0,272100.0
A,CP_NAC_HAB,P31_S15,SE,,,,,,,,,,,,,,,,,,,2230.0,2300.0,2160.0,2310.0,2450.0,2540.0,2400.0,3430.0,3630.0,3890.0,4180.0,4240.0,4520.0,4630.0,4680.0,4920.0,4920.0,4950.0,4810.0,4830.0,4700.0,5010.0,5230.0,5150.0,5570.0,5680.0,5800.0,5800.0,6190.0,6430.0,7040.0,7430.0
A,CP_NAC_HAB,P32_S13,SE,,,,,,,,,,,,,,,,,,,16490.0,16480.0,16400.0,16350.0,16900.0,17450.0,18640.0,19210.0,19110.0,20060.0,20620.0,20770.0,21120.0,22170.0,22680.0,23850.0,24920.0,25520.0,26400.0,27560.0,28960.0,29390.0,29970.0,30250.0,31020.0,32590.0,33380.0,33610.0,35470.0,39110.0,42330.0,44480.0
A,CP_NAC_HAB,P3_S13,SE,,,,,,,,,,,,,,,,,,,52050.0,53060.0,54970.0,57110.0,58520.0,61660.0,64840.0,66460.0,69480.0,73950.0,77500.0,78590.0,80690.0,84410.0,87470.0,91010.0,93250.0,95220.0,98140.0,101070.0,104420.0,107530.0,111800.0,117410.0,119890.0,123920.0,126390.0,128810.0,135380.0,142220.0,153110.0,159430.0
A,CP_NAC_HAB,P41,SE,,,,,,,,,,,,,,,,,,,132230.0,136790.0,142260.0,147620.0,153370.0,160080.0,168840.0,178320.0,184910.0,193300.0,200760.0,205900.0,213100.0,220410.0,230900.0,236730.0,241760.0,250640.0,257180.0,260620.0,265440.0,273250.0,285040.0,294170.0,301700.0,311090.0,316690.0,312470.0,333160.0,356300.0,374770.0,387040.0
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,,,,,,,,,,,,,,,,,,,,,19324.5,20290.9,20761.0,21545.0,22979.9,24617.5,24788.6,25399.6,26106.5,27624.9,28021.2,29948.6,32231.5,32526.7,30274.7,31764.0,33037.9,33391.2,33278.9,33570.5,35061.7,34882.1,35295.9,35911.2,36990.3,36662.8,39667.2,41100.5,42892.0,44617.8
A,CP_PPS_EU27_2020_HAB,P3,SE,,,,,,,,,,,,,,,,,,,,,14211.7,15026.9,15269.8,15721.7,16837.0,17909.3,17963.4,18581.7,19164.8,19927.3,20239.0,21167.3,22568.7,23035.1,22578.8,23160.9,23894.7,24588.3,24715.7,24855.9,25580.8,25543.3,25816.1,26283.7,26520.8,26206.2,28112.2,29413.9,30867.4,32083.4
A,CP_PPS_EU27_2020_HAB,P31_S13,SE,,,,,,,,,,,,,,,,,,,,,3455.2,3735.3,3733.0,3914.9,4148.9,4284.1,4434.5,4693.8,4923.4,5083.4,5147.8,5431.0,5767.1,5936.3,5785.7,5845.2,6045.0,6272.9,6335.2,6417.5,6645.5,6862.9,6896.2,6984.9,7046.3,7208.9,7618.8,7670.4,8198.7,8545.8
A,CP_PPS_EU27_2020_HAB,P31_S14,SE,,,,,,,,,,,,,,,,,,,,,9094.5,9581.5,9801.5,10036.3,10798.4,11572.5,11526.9,11802.1,12094.5,12644.8,12875.8,13398.1,14367.0,14555.5,14266.8,14760.2,15219.7,15552.1,15554.9,15613.2,16077.3,15892.8,16081.1,16371.9,16506.2,16013.3,17315.9,18355.8,19015.5,19677.8
A,CP_PPS_EU27_2020_HAB,P31_S14_S15,SE,,,,,,,,,,,,,,,,,,,,,9287.6,9792.9,10021.5,10261.4,11014.0,11883.3,11846.1,12141.0,12456.0,13017.8,13266.5,13801.8,14783.4,14990.3,14683.5,15175.3,15625.2,15964.3,15949.6,16024.7,16501.7,16298.6,16513.3,16806.6,16945.3,16452.4,17788.2,18834.1,19536.3,20230.4
A,CP_PPS_EU27_2020_HAB,P31_S15,SE,,,,,,,,,,,,,,,,,,,,,193.1,211.4,220.0,225.1,215.6,310.8,319.2,338.8,361.5,373.0,390.7,403.7,416.4,434.8,416.7,415.1,405.5,412.2,394.7,411.5,424.5,405.8,432.1,434.6,439.1,439.1,472.3,478.3,520.9,552.5
A,CP_PPS_EU27_2020_HAB,P32_S13,SE,,,,,,,,,,,,,,,,,,,,,1468.9,1498.7,1515.3,1545.4,1674.1,1741.8,1682.7,1746.9,1785.4,1826.1,1824.7,1934.5,2018.2,2108.5,2109.6,2140.4,2224.6,2351.2,2430.9,2413.7,2433.6,2381.8,2406.7,2492.2,2529.1,2545.0,2705.2,2909.5,3132.3,3307.3
A,CP_PPS_EU27_2020_HAB,P3_S13,SE,,,,,,,,,,,,,,,,,,,,,4924.1,5233.9,5248.2,5460.3,5823.0,6025.9,6117.3,6440.7,6708.8,6909.5,6972.5,7365.5,7785.3,8044.8,7895.3,7985.6,8269.6,8624.1,8766.1,8831.3,9079.1,9244.7,9302.8,9477.2,9575.4,9753.9,10324.0,10579.8,11331.0,11853.1
A,CP_PPS_EU27_2020_HAB,P41,SE,,,,,,,,,,,,,,,,,,,,,12742.8,13528.2,13754.5,14176.3,15162.9,16167.4,16280.7,16834.8,17379.4,18101.2,18414.3,19232.8,20550.5,20926.6,20469.2,21020.5,21670.1,22237.1,22284.8,22442.2,23147.2,23161.5,23409.4,23791.5,23991.6,23661.2,25407.0,26504.5,27735.0,28776.1
A,PC_EU27_2020_HAB_MEUR_CP,B1GQ,SE,,,,,,,,,,,,,,,,,,,,,155.0,166.7,167.2,163.7,166.8,174.6,157.9,159.8,162.1,162.0,158.0,159.0,158.6,150.7,139.0,158.2,167.8,173.1,174.5,167.3,166.1,164.2,159.2,149.4,145.5,151.3,154.1,143.8,131.6,131.4
A,PC_EU27_2020_HAB_MEUR_CP,P3,SE,,,,,,,,,,,,,,,,,,,,,150.1,161.7,162.0,158.3,161.3,167.8,151.4,154.2,155.9,154.1,149.9,149.1,149.1,141.8,133.1,149.0,158.2,165.5,168.9,162.8,161.4,160.5,156.3,147.0,140.9,145.7,149.4,139.3,128.3,127.5
A,PC_EU27_2020_HAB_MEUR_CP,P31_S13,SE,,,,,,,,,,,,,,,,,,,,,233.2,256.1,253.8,253.0,254.8,259.4,239.6,243.8,247.8,244.2,235.9,235.6,234.8,222.7,198.8,219.6,236.2,249.7,253.7,244.9,243.5,249.0,242.1,227.4,216.2,212.9,213.7,202.1,192.2,188.8
A,PC_EU27_2020_HAB_MEUR_CP,P31_S14,SE,,,,,,,,,,,,,,,,,,,,,134.3,143.9,144.8,140.2,143.7,150.4,134.9,136.8,137.8,136.7,133.3,131.8,132.5,125.5,119.9,135.1,142.7,148.2,151.0,145.4,144.0,141.9,138.1,129.8,124.8,131.1,135.1,125.2,113.5,113.0
A,PC_EU27_2020_HAB_MEUR_CP,P31_S14_S15,SE,,,,,,,,,,,,,,,,,,,,,134.0,143.8,144.7,140.2,143.3,150.9,135.4,137.5,138.6,137.5,134.2,132.7,133.2,126.4,120.4,135.5,142.9,148.4,151.0,145.6,144.1,141.9,138.3,130.0,124.9,131.1,135.2,125.2,113.7,113.2
A,PC_EU27_2020_HAB_MEUR_CP,P31_S15,SE,,,,,,,,,,,,,,,,,,,,,120.1,139.4,142.5,138.1,123.6,172.2,158.3,163.1,171.1,169.0,172.9,169.7,163.5,161.8,142.7,153.6,154.0,158.0,154.1,151.4,149.7,142.0,146.1,136.7,131.2,133.4,139.1,126.8,121.3,122.3
A,PC_EU27_2020_HAB_MEUR_CP,P32_S13,SE,,,,,,,,,,,,,,,,,,,,,139.1,146.2,146.9,145.1,148.9,152.4,132.9,135.4,135.4,132.1,127.7,129.5,128.0,122.5,113.1,127.0,137.5,147.6,153.9,147.5,145.2,142.2,139.1,133.0,127.0,123.7,129.2,127.4,119.8,119.8
A,PC_EU27_2020_HAB_MEUR_CP,P3_S13,SE,,,,,,,,,,,,,,,,,,,,,194.1,210.7,209.7,209.0,211.5,215.6,196.2,200.3,203.0,199.4,193.1,193.9,193.1,183.4,165.3,183.7,198.0,210.1,215.0,207.5,206.1,208.7,203.1,191.7,182.3,179.2,182.4,174.0,164.7,162.6
A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,,,,,,,,,,,,,,,,,,,,,151.4,163.6,163.8,159.9,162.8,169.7,153.6,156.5,158.3,156.7,152.6,151.4,151.6,144.0,135.6,151.7,160.6,167.6,170.7,164.7,163.3,162.7,158.3,148.7,142.6,148.5,151.9,140.7,129.3,128.5
A,PC_EU27_2020_HAB_MPPS_CP,B1GQ,SE,,,,,,,,,,,,,,,,,,,,,129.6,130.1,129.7,129.2,131.9,133.7,128.7,127.5,128.0,130.0,126.8,128.4,130.6,128.1,125.0,126.6,127.7,128.5,126.8,125.0,126.1,122.4,119.0,117.2,116.7,120.2,119.3,113.7,111.8,111.7
A,PC_EU27_2020_HAB_MPPS_CP,P3,SE,,,,,,,,,,,,,,,,,,,,,125.4,126.1,125.7,125.0,127.6,128.5,123.4,123.1,123.1,123.6,120.3,120.4,122.8,120.5,119.7,119.2,120.3,122.9,122.6,121.7,122.6,119.7,116.8,115.3,113.1,115.7,115.6,110.1,109.0,108.4
A,PC_EU27_2020_HAB_MPPS_CP,P31_S13,SE,,,,,,,,,,,,,,,,,,,,,194.9,199.8,196.9,199.8,201.5,198.6,195.3,194.5,195.7,195.9,189.2,190.3,193.3,189.3,178.8,175.7,179.7,185.5,184.3,183.0,185.0,185.7,181.0,178.4,173.4,169.1,165.4,159.8,163.3,160.4
A,PC_EU27_2020_HAB_MPPS_CP,P31_S14,SE,,,,,,,,,,,,,,,,,,,,,112.2,112.3,112.3,110.7,113.7,115.1,109.9,109.2,108.8,109.7,106.9,106.4,109.1,106.7,107.8,108.0,108.5,110.0,109.6,108.7,109.4,105.8,103.3,101.8,100.1,104.1,104.5,99.0,96.4,96.0
A,PC_EU27_2020_HAB_MPPS_CP,P31_S14_S15,SE,,,,,,,,,,,,,,,,,,,,,112.0,112.2,112.3,110.7,113.3,115.5,110.4,109.7,109.4,110.3,107.6,107.1,109.6,107.4,108.3,108.4,108.8,110.2,109.7,108.8,109.5,105.8,103.4,102.0,100.2,104.1,104.6,99.0,96.6,96.2
A,PC_EU27_2020_HAB_MPPS_CP,P31_S15,SE,,,,,,,,,,,,,,,,,,,,,100.4,108.8,110.6,109.0,97.7,131.8,129.0,130.1,135.1,135.6,138.7,137.0,134.6,137.5,128.3,122.9,117.2,117.3,111.9,113.2,113.7,105.9,109.2,107.3,105.2,105.9,107.6,100.3,103.0,104.0
A,PC_EU27_2020_HAB_MPPS_CP,P32_S13,SE,,,,,,,,,,,,,,,,,,,,,116.3,114.1,113.9,114.5,117.7,116.7,108.3,108.1,106.9,105.9,102.4,104.6,105.4,104.1,101.6,101.6,104.6,109.6,111.8,110.2,110.3,106.0,104.0,104.4,101.9,98.2,99.9,100.8,101.7,101.8
A,PC_EU27_2020_HAB_MPPS_CP,P3_S13,SE,,,,,,,,,,,,,,,,,,,,,162.2,164.4,162.7,165.0,167.3,165.1,159.9,159.8,160.3,160.0,154.9,156.6,158.9,155.9,148.6,146.9,150.6,156.0,156.2,155.0,156.6,155.6,151.9,150.4,146.3,142.3,141.2,137.6,139.9,138.2
A,PC_EU27_2020_HAB_MPPS_CP,P41,SE,,,,,,,,,,,,,,,,,,,,,126.6,127.6,127.1,126.2,128.8,129.9,125.2,124.9,125.1,125.7,122.4,122.2,124.8,122.4,121.9,121.3,122.2,124.5,124.0,123.1,124.0,121.3,118.3,116.6,114.4,117.9,117.6,111.3,109.9,109.2
